Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Number_of_Services,Tenure_Group,Monthly_to_Total_Ratio
0,1,0,0,-1.0738427650786138,1,0,-0.32942441595185784,-0.849115779311006,0,1.1231905248243068,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.15402976691940465
1,1,0,0,1.247217966963116,1,1,0.8836873941694119,1.537507337223557,0,0.09442669457770313,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,5,0.0158436963421614
0,1,0,0,-0.5851984004382496,1,0,-1.3181936310507012,-0.8167550122306654,0,-0.6131126036280546,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,2,0.05844685062288975
0,1,0,1,0.43281069256250915,0,0,-1.0223937650211312,-0.3416451271751954,0,0.8526856557372786,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.022571115610581872
0,1,1,1,-0.7073594915983407,0,0,-0.626886078981594,-0.6998415387979423,0,-0.7001813583654418,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,4,2,0.06609547123623011
1,1,0,0,0.9214550572028734,1,0,-1.4710789550659844,-0.4860884147294352,0,0.5162452248102876,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,4,0.01738835404385258
1,1,0,0,1.5322605130033284,1,0,-1.4760643460664828,-0.36249102007970924,0,1.139251751426349,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,5,0.013946953601535195
1,0,0,1,1.247217966963116,0,0,-0.952598291014154,0.008455577890983798,0,0.5821807866502506,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0.01569633462324449
0,1,1,1,-0.30015585439803716,1,1,0.034509127084522986,-0.26474694446076646,0,-0.37050354916562633,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,3,0.03915151875762354
0,0,1,1,-0.5851984004382496,1,0,-1.4760643460664828,-0.8427186269911023,0,0.26433756547299264,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0.05491095520777118
1,0,0,1,-0.1779947632379461,1,1,1.3639467272174215,0.31688655629406587,0,-0.19129407339547025,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,6,3,0.03527842614204735
0,0,1,1,0.8400143297628127,1,1,1.0631614701873533,1.2912610911991254,0,0.30913993441553167,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,5,4,0.018578794250655298
1,1,1,1,-1.2774445836787656,0,0,-1.341458789053027,-0.9950149704966722,0,0.14345570209972697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9606299212598425
0,1,0,1,-0.2594354906780068,1,1,0.27546969210861083,-0.1412819046866247,0,-1.3925047576850542,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,5,3,0.03726090283091048
0,1,1,1,0.06632741908223598,1,0,-0.013682985920294679,-0.10000924265028027,0,-0.807537978284356,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,3,0.03132835130595652
0,1,1,0,-0.5444780367182193,1,0,-1.4710789550659844,-0.8299463814972255,0,0.38437410113036136,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,2,0.05130772118633462
0,1,0,0,1.2064976032430856,1,0,-0.3327480099521901,0.5054260765637799,0,0.5153998970943905,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5,0.01597910312723452
1,1,1,1,-0.3408762181180675,1,1,-0.4523973939641511,-0.4429627844349118,0,1.1798274817894032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.04006422808803947
1,0,0,1,1.4508197855632678,0,1,-0.7581680419947175,0.3026584071687628,0,1.0200605434848773,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,5,0.014140052245723435
1,1,0,0,-0.055833672077855064,1,0,-0.34604238595351905,-0.2791515667535152,0,-0.6638322665818724,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,3,0.03297936893203884
0,1,0,1,1.247217966963116,1,1,1.0382345151848615,1.6897375032913349,0,0.5204718633897724,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,4,5,0.01571001922840895
0,1,0,0,1.1657772395230555,0,1,-0.11006721192992953,0.6491634714482374,0,0.5602022660369296,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,0.016377277027837374
1,1,1,1,-0.5851984004382496,1,0,-1.4993295040688086,-0.8243433584308271,0,0.2491216665868473,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0.04766525166767738
0,1,0,0,-1.0738427650786138,1,0,-1.5209328650709681,-0.9592350357970728,0,0.9448263767700475,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0.1784037558685446
0,1,1,1,0.025607055362205634,1,1,1.1711782751981514,0.45921216583895824,0,0.20516462536020524,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,5,3,0.03010597302504817
0,1,0,1,0.9621754209229036,1,1,1.1279715531938321,1.4955067233714996,0,0.6261378278768926,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,4,0.017405872498016048
1,1,1,0,-0.38159658183809786,1,0,-1.4943441130683104,-0.8004312442419456,0,-1.1346798043364805,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0.042448279558366386
1,1,1,1,-0.9516816739185228,1,1,0.3003966471111027,-0.6950547041309799,0,0.41818720976623985,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.10463632496809869
1,1,1,1,-1.1145631287986442,1,0,-1.4860351280674797,-0.9636248058372825,0,-1.6207432409772342,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0.20766442257897463
1,1,0,1,1.1657772395230555,1,1,1.3772411032187506,1.8068495090374344,0,1.6041819951696785,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,5,0.016655688341018163
1,1,0,0,1.5322605130033284,1,1,1.721233082253138,2.590875673706462,0,1.4503323508764312,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,8,5,0.014294825408116957
1,1,1,1,-0.7073594915983407,1,1,1.1612074931971548,-0.3145564959722927,0,-0.20566464456571862,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,2,0.06359432307446979
1,1,0,0,-0.9924020376385531,1,0,-1.4976677070686424,-0.9483157585613751,0,1.320151882628299,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0.1500952380952381
0,1,0,0,-0.9924020376385531,1,0,-1.504314895069307,-0.9342420234575868,0,-0.6782028377521208,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0.1195219123505976
0,1,1,1,-1.1552834925186746,0,1,-1.1835880740372453,-0.9572276535173788,0,-1.4736562184111626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.2624943719045475
0,1,1,1,0.06632741908223598,1,0,-0.3244390249513595,-0.17408385468557924,0,-0.3155572476323238,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0.02915992895580945
1,1,0,1,1.4508197855632678,1,1,0.8654076271675846,1.774929924875708,0,-0.11436925124884666,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,8,5,0.014403896031790096
0,1,0,0,0.5142514200025698,0,0,-0.4573827849646494,-0.006721114509339551,0,0.11302390432743631,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,4,3,0.022511586846170824
0,0,1,1,-0.9516816739185228,1,1,0.8421424691652587,-0.6454216257868993,0,-1.2741588774594794,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0.11017363658596234
0,1,1,1,-0.4223169455581282,1,1,-0.18983346793790365,-0.45275704522814375,0,-0.3426077345410266,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0.0470705460342766
0,1,1,1,-1.2367242199587352,1,0,-1.477726143066649,-0.9876030974639562,0,0.5695008709117961,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.481042654028436
1,1,0,1,1.5322605130033284,1,0,0.2721460981082788,1.3172908833973542,0,1.7461970514403682,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,6,5,0.013851572661419715
0,1,1,0,-0.9109613101984924,1,0,0.2920876621102721,-0.6999077162357344,0,0.028491132737740038,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,1,0.10593403427913006
1,1,1,1,1.6137012404433893,1,0,0.6493740171459885,1.6400382475094624,0,1.3624182684231472,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,7,5,0.014054450576015736
0,1,0,0,0.6771328748826912,1,0,0.43998759512505714,0.6813918836529936,0,-0.16931555278214924,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,5,4,0.020391090661926174
0,0,1,1,0.880734693482843,1,0,0.2438955491054544,0.7086790471692728,0,-0.1042253186580831,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,5,4,0.018548770918820182
0,1,1,1,1.5729808767233588,1,1,1.395520870220578,2.207465658284922,0,1.022596526632568,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,7,5,0.014654906133095377
0,1,1,1,-0.4223169455581282,1,1,-1.5126238800701375,-0.8237698206366288,0,-1.444915076070666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0.046548180389312056
0,1,0,0,0.7178532386027215,1,0,-1.4694171580658184,-0.5336038150641683,0,0.4038166385959915,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,4,0.019183197199533257
0,1,0,0,0.43281069256250915,1,0,-1.4876969250676457,-0.6449142654304931,0,0.4071979494595793,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,3,0.02442151535502778
0,1,0,0,0.5142514200025698,1,1,-1.3331498040521963,-0.48902228113821866,0,-1.8650429508714563,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,3,0.021027040859848162
1,0,1,1,1.2879383306831464,1,1,1.28750406520978,1.8833726862710412,0,0.6126125844225413,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,5,0.015802371119067432
0,1,0,0,-0.38159658183809786,1,0,-1.3597385560548543,-0.7297537406799748,0,1.3057813114580508,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,2,0.03805952285965053
0,1,0,1,1.4508197855632678,1,0,-1.2949284730483754,-0.1624586847800991,0,0.2930787078134894,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,5,0.013490196078431374
1,1,1,1,-0.2594354906780068,1,0,-0.17653909193657447,-0.3409171753594822,0,-1.966482276779092,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,3,0.03942307692307692
1,1,1,1,-0.748079855318371,1,1,-1.4860351280674797,-0.87373378616967,0,1.1223451971084097,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0.06676656676656677
1,1,0,1,1.5729808767233588,1,1,0.5912111221401742,1.5674857165433815,0,0.22629781825762932,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,6,5,0.014150660392721538
1,1,1,1,1.2879383306831464,1,0,0.5480044001358552,1.4505281248187973,0,0.3049132958360468,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,7,5,0.014590871950507761
0,1,1,1,1.002895784642934,1,1,0.3170146171127639,0.832342619256791,0,1.1333344574150703,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,6,4,0.017829076031530826
1,0,0,1,1.6137012404433893,1,0,1.4935668932303794,2.4788813898162854,0,-0.06872155459041067,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,7,5,0.01388704276880036
0,1,0,0,0.3106496014024181,1,1,1.0498670941860242,0.7216277658305951,0,-2.025655216891879,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5,3,0.024601675007660095
1,1,0,1,-0.748079855318371,1,1,0.06109787908718086,-0.5736411649283933,0,-0.7475197104556717,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,2,0.06792452830188679
1,1,0,0,-1.2367242199587352,1,1,-0.6734163949862454,-0.9660513118896598,0,0.8924160583844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.4887424492037342
1,1,1,1,-1.1145631287986442,1,1,0.5097830691320341,-0.8299463814972255,0,0.6971453560122375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0.20047553497684895
1,1,0,0,-0.13727439951791576,1,0,0.142525932095321,-0.14174514675116942,0,0.049624325635164106,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,3,0.035239480466457425
0,1,1,1,-1.1960038562387048,1,0,-1.4744025490663168,-0.9779191324003778,0,1.09444938248381,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.3180046765393608
1,1,0,0,1.5729808767233588,1,0,-1.4976677070686424,-0.43175673830211503,0,0.3446436984832041,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,5,0.015129406343598802
1,1,1,0,-0.9516816739185228,1,1,-0.48729513096763954,-0.7922252419557243,0,0.2854707583704167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.10328832079167097
0,1,1,1,0.6364125111626608,1,1,0.6211234681431647,0.709473176422778,0,-0.1270491669873011,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,7,3,0.021458786016431593
1,1,1,1,-0.2594354906780068,1,1,0.7274784761537967,-0.03131706222207282,0,0.05807760279413373,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0.03921258060866614
0,1,1,1,-0.9516816739185228,1,0,-1.4827115340671475,-0.900712121642919,0,-0.5311158151860492,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.08425674263014843
0,1,0,0,0.5549717837226001,1,0,-1.5076384890696393,-0.5830604202408033,0,0.1941753650535447,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,3,0.020226241985090966
1,1,0,0,1.2879383306831464,0,1,-0.15659752793458118,0.6907670206735422,0,-0.23694177005390624,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,0.01561179789156235
0,1,0,1,1.0843365120829946,1,0,-1.4760643460664828,-0.4468010758268541,0,1.1468597008694217,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,4,0.016048895899053627
0,1,1,1,-1.0331224013585834,1,1,0.9734244321783826,-0.7263125139147852,0,0.9676502250992656,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,4,1,0.1482386318858854
0,0,0,1,1.6137012404433893,1,1,0.642726829145324,1.6985170433717545,0,0.5061012922195239,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,7,5,0.013717958128420315
1,0,1,1,-0.6666391278783103,1,1,0.464914550127549,-0.468308743109289,0,-0.04167106768170786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0.06458888661062129
1,1,0,1,-0.30015585439803716,1,0,-0.30615925794953225,-0.38578547818253106,0,-1.2259751976533526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0.03950081774870227
1,1,0,1,-0.3408762181180675,1,0,-1.4843733310673135,-0.7702322734628139,0,1.0893774161884282,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0.03757711721817163
0,1,0,0,-0.9109613101984924,1,0,0.18407085709947407,-0.7074740032899653,0,0.9262291670203144,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5,1,0.10381747027984937
1,1,0,1,1.4915401492832983,1,1,-0.3693075439558449,0.6726564618644356,0,1.4300444856949042,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,0.01409838650338992
1,1,1,1,1.002895784642934,1,0,-1.462769970065154,-0.5121843843654563,0,1.5813581468404605,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,4,0.018530094659760674
1,1,0,0,0.7178532386027215,1,1,1.284180471209448,1.3044304013197545,0,0.8763548317823936,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,6,4,0.01974262038416008
1,1,0,0,-0.1779947632379461,0,0,-0.46402997296531395,-0.39394736217689097,0,-0.9808301600432334,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,4,3,0.036604698083297305
1,1,1,1,-0.30015585439803716,1,1,0.4732235351283796,-0.16664992250693256,0,0.7292678092163221,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,6,3,0.04151339989490278
0,0,0,1,-1.1960038562387048,1,1,0.32698539911376057,-0.9003150570161664,0,-0.582680805855764,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.31076858987710887
1,1,0,1,1.1657772395230555,1,1,1.0548524851865226,1.4973596916296785,0,1.2897200848560084,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,5,0.017005304245158333
0,1,1,1,-1.2367242199587352,1,0,-1.4843733310673135,-0.9882207535500158,0,-1.9859248142447221,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.4926470588235295
1,1,0,0,0.758573602322752,1,0,-1.5076384890696393,-0.5655895766636869,0,-0.3172479030641177,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,4,0.019424280350438045
0,1,0,0,1.5729808767233588,1,0,0.42503142212356193,1.453528168665373,0,0.5889434083774263,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,5,5,0.013909440662918021
0,1,0,0,-0.5037576729981889,1,0,-1.4860351280674797,-0.8266375096076202,0,-1.438997782059387,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0.04925684805306473
1,1,0,0,-1.0738427650786138,1,0,-1.4926823160681442,-0.9445215854612943,0,-1.871805572598632,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0.14193779048981053
0,1,1,1,-1.0738427650786138,1,0,-1.481049737066981,-0.9512275658242277,0,0.5314611236964328,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.16205375050140391
0,1,1,1,-0.13727439951791576,1,0,0.08934842809000525,-0.21116527899509022,0,-1.055218999042166,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,0.037428555574052495
1,1,1,1,0.14776814652229667,1,1,-1.5358890380724635,-0.7018048027857748,0,1.1012120042109856,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,3,0.026884057971014494
0,1,1,1,-0.1779947632379461,0,1,-1.1636465100352518,-0.656936499962726,0,0.8983333523957147,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0.03757736516357206
0,1,1,1,1.247217966963116,1,0,-1.3481059770536914,-0.2918576348095998,0,0.4629895787087789,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,5,0.014945652173913042
1,1,0,0,0.6364125111626608,1,0,-1.3697093380558512,-0.48811785615505987,0,0.5230078465374632,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,3,0.02005364669817346
0,1,0,1,0.6771328748826912,1,0,-1.4727407520661506,-0.6083181423314576,0,1.4038393265020983,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,4,0.022674354141257347
1,1,0,1,1.6137012404433893,1,0,0.9152615371725683,1.9589252610836971,0,0.6219111892974079,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,8,5,0.013733279769078547
0,1,0,0,1.6137012404433893,0,0,-0.3693075439558449,0.6636563303247089,0,0.9279198224521084,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,4,5,0.01417437252311757
0,1,1,1,0.5956921474426305,0,0,-0.8346107040023594,-0.21224617714569455,0,0.22798847368942324,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,3,0.02203206178979246
0,1,1,1,-1.2774445836787656,1,1,-0.33607160395252245,-0.9816691872085972,0,1.252525665356542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.9820305480682839
0,1,1,1,0.14776814652229667,1,1,1.330710787214099,0.7088555203367183,0,0.776606161306552,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,6,3,0.02695854609062496
1,1,0,0,0.43281069256250915,0,0,-1.1786026830367469,-0.46574988218132757,0,0.28800674151810757,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.02391739112689278
0,0,0,1,-0.21871512695797646,1,0,0.6344178441444933,0.01344094487132244,0,1.273658858253966,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,7,3,0.03627985462097612
0,1,1,1,0.22920887396235737,1,1,1.2924894562102784,0.7538782371812821,0,-1.5970740649321191,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,6,3,0.025980699335756363
0,0,1,1,0.10704778280226633,1,1,1.1396041321949948,0.5624489687946459,0,-0.7745701973643745,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,3,0.027857464281696477
0,1,0,0,-1.318164947398796,1,0,0.2854404741096075,-1.005779833710855,0,-1.7399344489187059,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,6,1,73.35
0,1,0,1,1.0843365120829946,1,1,1.1728400721983174,1.6566929026871429,0,0.10203464402077579,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5,4,0.016575958647083673
1,1,1,1,-0.21871512695797646,1,0,-1.4760643460664828,-0.7712469941756263,0,0.4748241667313363,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,3,0.03820878708223808
0,0,1,1,-1.2367242199587352,1,0,-0.6916961619880726,-0.9682351673367995,0,-0.2901974161554149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5104529616724739
1,1,1,1,-1.0331224013585834,1,0,-1.3713711350560172,-0.9294551887906244,0,0.936373099611078,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0.13505747126436782
0,1,1,1,0.14776814652229667,1,1,0.19736523310080326,0.10244959870170696,0,-0.7052533246608236,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,5,3,0.028134264509839038
0,1,0,0,0.35136996512244845,1,1,0.9817334171792131,0.7120099782048087,0,-1.8633522954396624,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0.024213012889642067
0,1,1,1,-0.7888002190384014,0,0,-1.1835880740372453,-0.8482113543278471,0,-1.2885294486297278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.08139047884964401
1,1,1,0,-0.5444780367182193,1,0,-1.4594463760648215,-0.7995268192587868,0,-1.4761922015588536,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0.04450373532550694
0,1,0,1,1.125056875803025,0,0,-0.8994207870088381,0.003955512121120371,0,0.6320551218881714,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0.016465039088090147
1,1,0,1,1.4915401492832983,1,1,0.9202469281730669,1.8445044711411436,0,0.04370703162388537,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,5,5,0.014307712545751406
1,1,1,1,0.43281069256250915,0,0,-0.6850489739874083,-0.15372326299154093,0,-1.5877754600572527,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3,3,0.022848418982559644
0,1,1,0,-0.8702409464784621,0,1,-0.9542600880143203,-0.8281595906768386,0,-0.11436925124884666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0.08932111000991079
0,1,0,1,0.5142514200025698,1,1,-0.4823097399671412,-0.025669920863812902,0,-1.9986047299831764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0.022609165148140646
1,1,0,1,1.6137012404433893,1,1,1.4952286902305454,2.4173143135236947,0,1.1756008432099183,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,7,5,0.014143223495148134
0,1,0,0,-0.8295205827584317,1,0,-1.477726143066649,-0.9067342684820009,0,0.6675588859558438,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0.09002217294900222
0,1,0,0,1.4100994218432374,1,1,1.5816421342391835,2.25387810132312,0,0.867901554623424,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,7,5,0.015204108560177008
1,1,0,1,0.18848851024232702,1,0,0.9817334171792131,0.52113218846644,0,-1.509159982478835,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,5,3,0.027238983809702626
0,1,1,1,0.26992923768238775,0,0,-0.7847567939973756,-0.2553718074402179,0,-0.807537978284356,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0.024178858922380867
0,1,1,1,0.35136996512244845,1,1,0.32864719611392706,0.3577621537036576,0,-0.4575723039030135,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,3,0.02414568272605243
